409a10 | 409a24 | _GLOBAL__sub_I_llvm_diff.cpp | _GLOBAL__sub_I_llvm_diff.cpp | inline=NO
4708b8 | 470912 | _ZNK4llvm12PointerUnionIJPNS_11LLVMContextEPNS_23ReplaceableMetadataImplEEE3getIS2_EET_v | get<llvm::LLVMContext*> | inline=NO
41d28a | 41d2a9 | _ZNK4llvm12PointerUnionIJPNS_11LLVMContextEPNS_23ReplaceableMetadataImplEEE2isIS4_EEbv | is<llvm::ReplaceableMetadataImpl*> | inline=NO
47080f | 470828 | _ZN4llvm3isaINS_8ConstantEPNS_5ValueEEEbRKT0_ | isa<llvm::Constant, llvm::Value*> | inline=NO
4707bc | 47080e | _ZN4llvm4castINS_8ConstantENS_5ValueEEENS_10cast_rettyIT_PT0_E8ret_typeES6_ | cast<llvm::Constant, llvm::Value> | inline=NO
47065c | 4706a9 | _ZN4llvm20pointer_union_detail19PointerUnionMembersINS_12PointerUnionIJPNS_15MetadataAsValueEPNS_8MetadataEEEENS_14PointerIntPairIPvLj1EiNS0_22PointerUnionUIntTraitsIJS4_S6_EEENS_18PointerIntPairInfoIS9_Lj1ESB_EEEELi1EJS6_EEC2ES6_ | PointerUnionMembers | inline=NO
4d93b6 | 4d93cf | _ZN4llvm3isaINS_11InstructionEPKNS_5ValueEEEbRKT0_ | isa<llvm::Instruction, const llvm::Value*> | inline=NO
4b888a | 4b88a6 | _ZNK4llvm14PointerIntPairIPNS_15ilist_node_baseILb1EEELj1EjNS_21PointerLikeTypeTraitsIS3_EENS_18PointerIntPairInfoIS3_Lj1ES5_EEE6getIntEv | getInt | inline=NO
4b886c | 4b8888 | _ZNK4llvm14PointerIntPairIPNS_15ilist_node_baseILb1EEELj1EjNS_21PointerLikeTypeTraitsIS3_EENS_18PointerIntPairInfoIS3_Lj1ES5_EEE10getPointerEv | getPointer | inline=NO
4b883c | 4b886b | _ZNR4llvm14PointerIntPairIPNS_15ilist_node_baseILb1EEELj1EjNS_21PointerLikeTypeTraitsIS3_EENS_18PointerIntPairInfoIS3_Lj1ES5_EEE10setPointerES3_ | setPointer | inline=NO
543c68 | 543cad | _ZN4llvm11SmallVectorINS_9AttributeELj8EED2Ev | ~SmallVector | inline=NO
543c48 | 543c67 | _ZN4llvm11SmallVectorINS_9AttributeELj8EEC2Ev | SmallVector | inline=NO
4b857a | 4b85bf | _ZN4llvm11SmallVectorIcLj32EED2Ev | ~SmallVector | inline=NO
543b0e | 543b46 | _ZNSt8_Rb_treeIN4llvm11SmallStringILj32EEES2_St9_IdentityIS2_ESt4lessIvESaIS2_EED2Ev | ~_Rb_tree | inline=NO
543af2 | 543b0c | _ZNSaISt13_Rb_tree_nodeIN4llvm11SmallStringILj32EEEEED2Ev | ~allocator | inline=NO
8429a2 | 8429e8 | _ZN4llvm23SmallVectorTemplateBaseINS_15BitstreamCursor5BlockELb0EE8pop_backEv | pop_back | inline=NO
842982 | 8429a0 | _ZN4llvm15BitstreamCursor5BlockD2Ev | ~Block | inline=NO
84294a | 842981 | _ZNSt6vectorISt10shared_ptrIN4llvm13BitCodeAbbrevEESaIS3_EEaSEOS5_ | operator= | inline=NO
84293b | 842948 | _ZSt4moveIRSt6vectorISt10shared_ptrIN4llvm13BitCodeAbbrevEESaIS4_EEEONSt16remove_referenceIT_E4typeEOS9_ | move<std::vector<std::shared_ptr<llvm::BitCodeAbbrev> >&> | inline=NO
8428e2 | 84293a | _ZN4llvm25SmallVectorTemplateCommonINS_15BitstreamCursor5BlockEvE4backEv | back | inline=NO
41d384 | 41d399 | _ZNK4llvm15SmallVectorBaseIjE5emptyEv | empty | inline=NO
8428bc | 8428e1 | _ZN4llvm8ExpectedINS_14BitstreamEntryEE3getEv | get | inline=NO
842880 | 8428ba | _ZN4llvm8ExpectedINS_14BitstreamEntryEEcvbEv | operator bool | inline=NO
8427ec | 84287e | _ZN4llvm8ExpectedINS_14BitstreamEntryEEC2ENS_5ErrorE | Expected | inline=NO
6d23c8 | 6d2495 | _ZN4llvm8ExpectedIjE9takeErrorEv | takeError | inline=NO
8427ba | 8427ea | _ZN4llvm8ExpectedINS_14BitstreamEntryEEC2EOS2_ | Expected | inline=NO
84276a | 8427b8 | _ZN4llvm8ExpectedINS_14BitstreamEntryEED2Ev | ~Expected | inline=NO
842704 | 842769 | _ZN4llvm8ExpectedINS_14BitstreamEntryEEC2IS1_EEOT_PNSt9enable_ifIXsrSt14is_convertibleIS4_S1_E5valueEvE4typeE | Expected<llvm::BitstreamEntry> | inline=NO
8426be | 842703 | _ZN4llvm11SmallVectorINS_15BitstreamCursor5BlockELj8EED2Ev | ~SmallVector | inline=NO
84269e | 8426bd | _ZN4llvm11SmallVectorINS_15BitstreamCursor5BlockELj8EEC2Ev | SmallVector | inline=NO
84265a | 84269d | _ZNSt6vectorISt10shared_ptrIN4llvm13BitCodeAbbrevEESaIS3_EED2Ev | ~vector | inline=NO
84260c | 842658 | _ZNSt12_Vector_baseISt10shared_ptrIN4llvm13BitCodeAbbrevEESaIS3_EED2Ev | ~_Vector_base | inline=NO
8425f0 | 84260a | _ZNSaISt10shared_ptrIN4llvm13BitCodeAbbrevEEED2Ev | ~allocator | inline=NO
8425c8 | 8425ee | _ZNSt12_Vector_baseISt10shared_ptrIN4llvm13BitCodeAbbrevEESaIS3_EE12_Vector_implC2Ev | _Vector_impl | inline=NO
8425a2 | 8425c7 | _ZN4llvm8ExpectedImE3getEv | get | inline=NO
84256e | 8425a1 | _ZN4llvm8ExpectedIjEaSEOS1_ | operator= | inline=NO
7690aa | 76913c | _ZN4llvm8ExpectedIjEC2ENS_5ErrorE | Expected | inline=NO
6b36d3 | 6b3717 | _ZN4llvm17createStringErrorIJEEENS_5ErrorESt4errcPKcDpRKT_ | createStringError<> | inline=NO
76913e | 76919e | _ZN4llvm8ExpectedIjEC2IjEEOT_PNSt9enable_ifIXsrSt14is_convertibleIS3_jE5valueEvE4typeE | Expected<unsigned int> | inline=NO
842548 | 84256d | _ZN4llvm8ExpectedIjE3getEv | get | inline=NO
6d2366 | 6d23a0 | _ZN4llvm8ExpectedIjEcvbEv | operator bool | inline=NO
6d2316 | 6d2364 | _ZN4llvm8ExpectedIjED2Ev | ~Expected | inline=NO
842516 | 842546 | _ZN4llvm8ExpectedIjEC2EOS1_ | Expected | inline=NO
8424e0 | 842514 | _ZN4llvm8ExpectedIjEC2ImEEONS0_IT_EEPNSt9enable_ifIXsrSt14is_convertibleIS3_jE5valueEvE4typeE | Expected<long unsigned int> | inline=NO
842481 | 8424de | _ZN4llvm17createStringErrorIJjjEEENS_5ErrorESt4errcPKcDpRKT_ | createStringError<unsigned int, unsigned int> | inline=NO
766ca6 | 766d38 | _ZN4llvm8ExpectedImEC2ENS_5ErrorE | Expected | inline=NO
84241e | 842480 | _ZN4llvm8ExpectedImEC2ImEEOT_PNSt9enable_ifIXsrSt14is_convertibleIS3_mE5valueEvE4typeE | Expected<long unsigned int> | inline=NO
515a48 | 515a66 | _ZN4llvm7support6endian4readImLNS0_10endiannessE1ELm1EEET_PKv | read<long unsigned int, (llvm::support::endianness)1, 1> | inline=NO
8423bf | 84241c | _ZN4llvm17createStringErrorIJmmEEENS_5ErrorESt4errcPKcDpRKT_ | createStringError<long unsigned int, long unsigned int> | inline=NO
4e0f0e | 4e0f1e | _ZNK4llvm8ArrayRefIhE4dataEv | data | inline=NO
6d341e | 6d34eb | _ZN4llvm8ExpectedImE9takeErrorEv | takeError | inline=NO
6d33e2 | 6d341c | _ZN4llvm8ExpectedImEcvbEv | operator bool | inline=NO
6d3392 | 6d33e0 | _ZN4llvm8ExpectedImED2Ev | ~Expected | inline=NO
4b9342 | 4b9367 | _ZN4llvm8OptionalIjEC2ERKj | Optional | inline=NO
4b9312 | 4b9340 | _ZN4llvm15optional_detail15OptionalStorageIjLb1EEC2IJRKjEEENS_10in_place_tEDpOT_ | OptionalStorage<unsigned int const&> | inline=NO
5791b6 | 57927c | _ZN4llvm7APFloat7StorageC2IJRKNS_5APIntEEEERKNS_12fltSemanticsEDpOT_ | Storage<const llvm::APInt&> | inline=NO
41d023 | 41d03c | _ZN4llvm7APFloat10usesLayoutINS_6detail13DoubleAPFloatEEEbRKNS_12fltSemanticsE | usesLayout<llvm::detail::DoubleAPFloat> | inline=NO
41d009 | 41d022 | _ZN4llvm7APFloat10usesLayoutINS_6detail9IEEEFloatEEEbRKNS_12fltSemanticsE | usesLayout<llvm::detail::IEEEFloat> | inline=NO
41cfb2 | 41d008 | _ZNSt10unique_ptrIA_N4llvm7APFloatESt14default_deleteIS2_EED2Ev | ~unique_ptr | inline=NO
842380 | 8423be | _ZNKSt6vectorISt4pairIN4llvm14WeakTrackingVHEjESaIS3_EE4backEv | back | inline=NO
842360 | 84237f | _ZNKSt6vectorISt4pairIN4llvm14WeakTrackingVHEjESaIS3_EEixEm | operator[] | inline=NO
8422a0 | 84235f | _ZNSt6vectorISt4pairIN4llvm14WeakTrackingVHEjESaIS3_EE12emplace_backIJRPNS1_5ValueERjEEEvDpOT_ | emplace_back<llvm::Value*&, unsigned int&> | inline=NO
842214 | 84229f | _ZNSt6vectorISt4pairIN4llvm14WeakTrackingVHEjESaIS3_EE6resizeEm | resize | inline=NO
8421f0 | 842212 | _ZNKSt6vectorISt4pairIN4llvm14WeakTrackingVHEjESaIS3_EE4sizeEv | size | inline=NO
8421ae | 8421ee | _ZNKSt6vectorISt4pairIPN4llvm8ConstantEjESaIS4_EE5emptyEv | empty | inline=NO
84216a | 8421ad | _ZNSt6vectorISt4pairIPN4llvm8ConstantEjESaIS4_EED2Ev | ~vector | inline=NO
84211c | 842168 | _ZNSt12_Vector_baseISt4pairIPN4llvm8ConstantEjESaIS4_EED2Ev | ~_Vector_base | inline=NO
842100 | 84211a | _ZNSaISt4pairIPN4llvm8ConstantEjEED2Ev | ~allocator | inline=NO
8420d8 | 8420fe | _ZNSt12_Vector_baseISt4pairIPN4llvm8ConstantEjESaIS4_EE12_Vector_implC2Ev | _Vector_impl | inline=NO
842094 | 8420d7 | _ZNSt6vectorISt4pairIN4llvm14WeakTrackingVHEjESaIS3_EED2Ev | ~vector | inline=NO
842046 | 842092 | _ZNSt12_Vector_baseISt4pairIN4llvm14WeakTrackingVHEjESaIS3_EED2Ev | ~_Vector_base | inline=NO
84202a | 842044 | _ZNSaISt4pairIN4llvm14WeakTrackingVHEjEED2Ev | ~allocator | inline=NO
842002 | 842028 | _ZNSt12_Vector_baseISt4pairIN4llvm14WeakTrackingVHEjESaIS3_EE12_Vector_implC2Ev | _Vector_impl | inline=NO
4eb0a6 | 4eb0c2 | _ZNK4llvm14PointerIntPairIPPNS_15ValueHandleBaseELj2ENS1_14HandleBaseKindENS_21PointerLikeTypeTraitsIS3_EENS_18PointerIntPairInfoIS3_Lj2ES6_EEE10getPointerEv | getPointer | inline=NO
4413d7 | 4413ed | _ZN4llvm12DenseMapInfoIPNS_5ValueEvE15getTombstoneKeyEv | getTombstoneKey | inline=NO
4413c0 | 4413d6 | _ZN4llvm12DenseMapInfoIPNS_5ValueEvE11getEmptyKeyEv | getEmptyKey | inline=NO
4eb06e | 4eb0a4 | _ZN4llvm14PointerIntPairIPPNS_15ValueHandleBaseELj2ENS1_14HandleBaseKindENS_21PointerLikeTypeTraitsIS3_EENS_18PointerIntPairInfoIS3_Lj2ES6_EEEC2ES3_S4_ | PointerIntPair | inline=NO
470641 | 47065a | _ZN4llvm3isaINS_11GlobalIFuncENS_5ValueEEEbRKT0_ | isa<llvm::GlobalIFunc, llvm::Value> | inline=NO
470627 | 470640 | _ZN4llvm3isaINS_8FunctionENS_5ValueEEEbRKT0_ | isa<llvm::Function, llvm::Value> | inline=NO
47060d | 470626 | _ZN4llvm3isaINS_14GlobalVariableENS_5ValueEEEbRKT0_ | isa<llvm::GlobalVariable, llvm::Value> | inline=NO
4ea966 | 4ea9b4 | _ZN4llvm10make_rangeINS_5Value18user_iterator_implINS_4UserEEEEENS_14iterator_rangeIT_EES6_S6_ | make_range<llvm::Value::user_iterator_impl<llvm::User> > | inline=NO
4ea922 | 4ea943 | _ZNK4llvm5Value18user_iterator_implINS_4UserEEdeEv | operator* | inline=NO
4ea8d6 | 4ea8fb | _ZN4llvm5Value18user_iterator_implINS_4UserEEC2EPNS_3UseE | user_iterator_impl | inline=NO
4ea838 | 4ea886 | _ZN4llvm10make_rangeINS_5Value17use_iterator_implINS_3UseEEEEENS_14iterator_rangeIT_EES6_S6_ | make_range<llvm::Value::use_iterator_impl<llvm::Use> > | inline=NO
4ea80c | 4ea821 | _ZN4llvm5Value17use_iterator_implINS_3UseEEC2Ev | use_iterator_impl | inline=NO
4ea7d8 | 4ea7f1 | _ZN4llvm5Value17use_iterator_implINS_3UseEEC2EPS2_ | use_iterator_impl | inline=NO
4ea7a4 | 4ea7d6 | _ZN4llvm8OptionalINS_5AlignEEC2EOS1_ | Optional | inline=NO
4ea796 | 4ea7a3 | _ZSt4moveIRN4llvm5AlignEEONSt16remove_referenceIT_E4typeEOS4_ | move<llvm::Align&> | inline=NO
4ea766 | 4ea795 | _ZN4llvm15optional_detail15OptionalStorageINS_5AlignELb1EEC2IJS2_EEENS_10in_place_tEDpOT_ | OptionalStorage<llvm::Align> | inline=NO
543a84 | 543a9d | _ZNR4llvm8OptionalINS_5AlignEEdeEv | operator* | inline=NO
543a6a | 543a83 | _ZNR4llvm8OptionalINS_5AlignEE8getValueEv | getValue | inline=NO
543a36 | 543a68 | _ZN4llvm8OptionalINS_5AlignEE7emplaceIJRmEEEvDpOT_ | emplace<long unsigned int&> | inline=NO
40b302 | 40b30f | _ZSt4moveIRNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEEONSt16remove_referenceIT_E4typeEOS8_ | move<std::__cxx11::basic_string<char>&> | inline=NO
45184a | 45189d | _ZNSt15__uniq_ptr_implIN4llvm13ErrorInfoBaseESt14default_deleteIS1_EEaSEOS4_ | operator= | inline=NO
40a948 | 40a955 | _ZSt11__addressofINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEEPT_RS6_ | __addressof<std::__cxx11::basic_string<char> > | inline=NO
4517f8 | 451849 | _ZNSt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS1_EEC2INS0_9ErrorListES2_IS6_EvEEOS_IT_T0_E | unique_ptr<llvm::ErrorList, std::default_delete<llvm::ErrorList> > | inline=NO
4517ca | 4517f7 | _ZNSt15__uniq_ptr_dataIN4llvm13ErrorInfoBaseESt14default_deleteIS1_ELb1ELb1EECI2St15__uniq_ptr_implIS1_S3_EIS2_INS0_9ErrorListEEEEPS1_OT_ | __uniq_ptr_data<std::default_delete<llvm::ErrorList> > | inline=NO
451766 | 4517c9 | _ZNSt10unique_ptrIN4llvm9ErrorListESt14default_deleteIS1_EED2Ev | ~unique_ptr | inline=NO
451740 | 451765 | _ZNSt10unique_ptrIN4llvm9ErrorListESt14default_deleteIS1_EEC2IS3_vEEPS1_ | unique_ptr<> | inline=NO
45171a | 45173f | _ZNSt15__uniq_ptr_dataIN4llvm9ErrorListESt14default_deleteIS1_ELb1ELb1EECI2St15__uniq_ptr_implIS1_S3_EEPS1_ | __uniq_ptr_data | inline=NO
4516e2 | 451719 | _ZNSt6vectorISt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS2_EESaIS5_EE6insertEN9__gnu_cxx17__normal_iteratorIPKS5_S7_EEOS5_ | insert | inline=NO
4516b8 | 4516e0 | _ZN9__gnu_cxx17__normal_iteratorIPKSt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS3_EESt6vectorIS6_SaIS6_EEEC2IPS6_EERKNS0_IT_NS_11__enable_ifIXsrSt10__are_sameISF_SE_E7__valueESB_E6__typeEEE | __normal_iterator<std::unique_ptr<llvm::ErrorInfoBase>*> | inline=NO
4516a6 | 4516b6 | _ZNK9__gnu_cxx17__normal_iteratorIPSt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS3_EESt6vectorIS6_SaIS6_EEEdeEv | operator* | inline=NO
451686 | 4516a5 | _ZN9__gnu_cxx17__normal_iteratorIPSt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS3_EESt6vectorIS6_SaIS6_EEEppEv | operator++ | inline=NO
45164b | 451685 | _ZN9__gnu_cxxneIPSt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS3_EESt6vectorIS6_SaIS6_EEEEbRKNS_17__normal_iteratorIT_T0_EESG_ | operator!=<std::unique_ptr<llvm::ErrorInfoBase>*, std::vector<std::unique_ptr<llvm::ErrorInfoBase> > > | inline=NO
451622 | 45164a | _ZNSt6vectorISt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS2_EESaIS5_EE3endEv | end | inline=NO
4515fc | 451620 | _ZNSt6vectorISt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS2_EESaIS5_EE5beginEv | begin | inline=NO
4515da | 4515fa | _ZNKSt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS1_EEdeEv | operator* | inline=NO
45157a | 4515d9 | _ZNK4llvm5Error3isAINS_9ErrorListEEEbv | isA<llvm::ErrorList> | inline=NO
451548 | 451578 | _ZNSt6vectorISt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS2_EESaIS5_EE9push_backEOS5_ | push_back | inline=NO
451539 | 451546 | _ZSt4moveIRSt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS2_EEEONSt16remove_referenceIT_E4typeEOS8_ | move<std::unique_ptr<llvm::ErrorInfoBase>&> | inline=NO
451504 | 451538 | _ZNK4llvm13ErrorInfoBase3isAINS_9ErrorListEEEbv | isA<llvm::ErrorList> | inline=NO
4514c0 | 451503 | _ZNSt6vectorISt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS2_EESaIS5_EED2Ev | ~vector | inline=NO
451472 | 4514be | _ZNSt12_Vector_baseISt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS2_EESaIS5_EED2Ev | ~_Vector_base | inline=NO
451456 | 451470 | _ZNSaISt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS1_EEED2Ev | ~allocator | inline=NO
45142e | 451454 | _ZNSt12_Vector_baseISt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS2_EESaIS5_EE12_Vector_implC2Ev | _Vector_impl | inline=NO
451414 | 45142d | _ZNKSt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS1_EEptEv | operator-> | inline=NO
4513ce | 451413 | _ZNSt15__uniq_ptr_implIN4llvm13ErrorInfoBaseESt14default_deleteIS1_EEC2EOS4_ | __uniq_ptr_impl | inline=NO
4513a8 | 4513cd | _ZNSt5tupleIJPN4llvm13ErrorInfoBaseESt14default_deleteIS1_EEEC2EOS5_ | tuple | inline=NO
451344 | 4513a7 | _ZNSt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS1_EED2Ev | ~unique_ptr | inline=NO
45131e | 451343 | _ZNSt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS1_EEC2IS3_vEEPS1_ | unique_ptr<> | inline=NO
4512f8 | 45131d | _ZNSt15__uniq_ptr_dataIN4llvm13ErrorInfoBaseESt14default_deleteIS1_ELb1ELb1EECI2St15__uniq_ptr_implIS1_S3_EEPS1_ | __uniq_ptr_data | inline=NO
4512de | 4512f7 | _ZNSt10unique_ptrIN4llvm13ErrorInfoBaseESt14default_deleteIS1_EE7releaseEv | release | inline=NO
4512d0 | 4512dd | _ZSt4moveIRN4llvm5ErrorEEONSt16remove_referenceIT_E4typeEOS4_ | move<llvm::Error&> | inline=NO
4b8606 | 4b8642 | _ZN4llvm15SmallVectorImplIcE7reserveEm | reserve | inline=NO
841fe7 | 842000 | _ZN4llvm7support6endian6read32ILNS0_10endiannessE1EEEjPKv | read32<(llvm::support::endianness)1> | inline=NO
40b31e | 40b330 | _ZNK4llvm15SmallVectorBaseIjE4sizeEv | size | inline=NO
68eeb8 | 68eefd | _ZN4llvm11SmallVectorIcLj16EED2Ev | ~SmallVector | inline=NO
68ee98 | 68eeb7 | _ZN4llvm11SmallVectorIcLj16EEC2Ev | SmallVector | inline=NO
841fb6 | 841fe6 | _ZN4llvm8ArrayRefIhEC2EPKhS3_ | ArrayRef | inline=NO
4e0338 | 4e0349 | _ZNK4llvm8ArrayRefIhE4sizeEv | size | inline=NO
4b85ec | 4b8605 | _ZN4llvm25SmallVectorTemplateCommonIcvE4dataEv | data | inline=NO
4b85da | 4b85eb | _ZNK4llvm15SmallVectorBaseImE4sizeEv | size | inline=NO
4b85c0 | 4b85d9 | _ZNK4llvm25SmallVectorTemplateCommonIcvE4dataEv | data | inline=NO
4705eb | 47060c | _ZN4llvm17countLeadingZerosImEEjT_NS_12ZeroBehaviorE | countLeadingZeros<long unsigned int> | inline=NO
41cf2b | 41cf49 | _ZN4llvm17countLeadingZerosIjEEjT_NS_12ZeroBehaviorE | countLeadingZeros<unsigned int> | inline=NO
40a84a | 40a874 | _ZSt3maxImERKT_S2_S2_ | max<long unsigned int> | inline=NO
5f068f | 5f06d7 | _ZStplIcSt11char_traitsIcESaIcEENSt7__cxx1112basic_stringIT_T0_T1_EEPKS5_OS8_ | operator+<char, std::char_traits<char>, std::allocator<char> > | inline=NO
41ce92 | 41ce9f | _ZSt4moveIRmEONSt16remove_referenceIT_E4typeEOS2_ | move<long unsigned int&> | inline=NO
6d5f3b | 6d5f5c | _ZN4llvm3sys13swapByteOrderIjEEvRT_ | swapByteOrder<unsigned int> | inline=NO
5157dd | 515801 | _ZN4llvm3sys13swapByteOrderImEEvRT_ | swapByteOrder<long unsigned int> | inline=NO
83b4d2 | 83b64f | _ZN4llvm28getModuleSummaryIndexForFileENS_9StringRefEb | getModuleSummaryIndexForFile | inline=NO
83b433 | 83b4d1 | _ZN4llvm17getBitcodeLTOInfoENS_15MemoryBufferRefE | getBitcodeLTOInfo | inline=NO
83b394 | 83b432 | _ZN4llvm21getModuleSummaryIndexENS_15MemoryBufferRefE | getModuleSummaryIndex | inline=NO
83b2da | 83b393 | _ZN4llvm22readModuleSummaryIndexENS_15MemoryBufferRefERNS_18ModuleSummaryIndexEm | readModuleSummaryIndex | inline=NO
83b21d | 83b2d9 | _ZN4llvm24getBitcodeProducerStringB5cxx11ENS_15MemoryBufferRefE | getBitcodeProducerString | inline=NO
83b160 | 83b21c | _ZN4llvm31isBitcodeContainingObjCCategoryENS_15MemoryBufferRefE | isBitcodeContainingObjCCategory | inline=NO
83b0a3 | 83b15f | _ZN4llvm22getBitcodeTargetTripleB5cxx11ENS_15MemoryBufferRefE | getBitcodeTargetTriple | inline=NO
83afec | 83b0a2 | _ZN4llvm16parseBitcodeFileENS_15MemoryBufferRefERNS_11LLVMContextENS_12function_refIFNS_8OptionalINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEEENS_9StringRefEEEE | parseBitcodeFile | inline=NO
83af92 | 83afeb | _ZN4llvm13BitcodeModule11parseModuleERNS_11LLVMContextENS_12function_refIFNS_8OptionalINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEEENS_9StringRefEEEE | parseModule | inline=NO
83aeb3 | 83af90 | _ZN4llvm26getOwningLazyBitcodeModuleEOSt10unique_ptrINS_12MemoryBufferESt14default_deleteIS1_EERNS_11LLVMContextEbb | getOwningLazyBitcodeModule | inline=NO
67cb6a | 67cb8f | _ZNSt10unique_ptrIN4llvm12MemoryBufferESt14default_deleteIS1_EEC2EOS4_ | unique_ptr | inline=NO
67cb44 | 67cb69 | _ZNSt15__uniq_ptr_dataIN4llvm12MemoryBufferESt14default_deleteIS1_ELb1ELb1EEC2EOS4_ | __uniq_ptr_data | inline=NO
83adfc | 83aeb2 | _ZN4llvm20getLazyBitcodeModuleENS_15MemoryBufferRefERNS_11LLVMContextEbb | getLazyBitcodeModule | inline=NO
83acdf | 83adfb | getSingleModule | getSingleModule | inline=NO
83a704 | 83acde | _ZN4llvm13BitcodeModule10getLTOInfoEv | getLTOInfo | inline=NO
83a370 | 83a702 | getEnableSplitLTOUnitFlag | getEnableSplitLTOUnitFlag | inline=NO
83a0f4 | 83a36f | _ZN4llvm13BitcodeModule10getSummaryEv | getSummary | inline=NO
78dd14 | 78dd39 | _ZNSt10unique_ptrIN4llvm18ModuleSummaryIndexESt14default_deleteIS1_EEC2EOS4_ | unique_ptr | inline=NO
78dcee | 78dd13 | _ZNSt15__uniq_ptr_dataIN4llvm18ModuleSummaryIndexESt14default_deleteIS1_ELb1ELb1EEC2EOS4_ | __uniq_ptr_data | inline=NO
839f5a | 83a0f2 | _ZN4llvm13BitcodeModule11readSummaryERNS_18ModuleSummaryIndexENS_9StringRefEm | readSummary | inline=NO
839f08 | 839f58 | ~ModuleSummaryIndexBitcodeReader | ~ModuleSummaryIndexBitcodeReader | inline=NO
839e96 | 839f07 | _ZN4llvm13BitcodeModule13getLazyModuleERNS_11LLVMContextEbb | getLazyModule | inline=NO
839e72 | 839e94 | operator() | operator() | inline=NO
83987a | 839e71 | _ZN4llvm13BitcodeModule13getModuleImplERNS_11LLVMContextEbbbNS_12function_refIFNS_8OptionalINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEEENS_9StringRefEEEE | getModuleImpl | inline=NO
67cb1e | 67cb43 | _ZNSt10unique_ptrIN4llvm6ModuleESt14default_deleteIS1_EEC2EOS4_ | unique_ptr | inline=NO
67caf8 | 67cb1d | _ZNSt15__uniq_ptr_dataIN4llvm6ModuleESt14default_deleteIS1_ELb1ELb1EEC2EOS4_ | __uniq_ptr_data | inline=NO
838e17 | 839878 | _ZN4llvm22getBitcodeFileContentsENS_15MemoryBufferRefE | getBitcodeFileContents | inline=NO
841f5f | 841fb5 | _ZN4llvm7reverseIRSt6vectorINS_13BitcodeModuleESaIS2_EEEEDaOT_PNSt9enable_ifIXsrNS_10has_rbeginIS6_EE5valueEvE4typeE | reverse<std::vector<llvm::BitcodeModule>&> | inline=NO
841f44 | 841f5e | _ZN4llvm19BitcodeFileContentsD2Ev | ~BitcodeFileContents | inline=NO
841f08 | 841f42 | _ZN4llvm19BitcodeFileContentsC2Ev | BitcodeFileContents | inline=NO
841eec | 841f06 | _ZNSt6vectorIN4llvm13BitcodeModuleESaIS1_EEC2Ev | vector | inline=NO
841ed0 | 841eea | _ZNSt12_Vector_baseIN4llvm13BitcodeModuleESaIS1_EEC2Ev | _Vector_base | inline=NO
841eb4 | 841ece | _ZNSt12_Vector_baseIN4llvm13BitcodeModuleESaIS1_EE12_Vector_implD2Ev | ~_Vector_impl | inline=NO
838d6b | 838e16 | _ZN4llvm20getBitcodeModuleListENS_15MemoryBufferRefE | getBitcodeModuleList | inline=NO
838986 | 838d6a | readBlobInRecord | readBlobInRecord | inline=NO
838971 | 838985 | _ZN4llvm20BitcodeErrorCategoryEv | BitcodeErrorCategory | inline=NO
8388fa | 838970 | message | message | inline=NO
8388e8 | 8388f8 | name | name | inline=NO
8382a8 | 8388e6 | parseModuleStringTable | parseModuleStringTable | inline=NO
835bae | 8382a6 | parseEntireSummary | parseEntireSummary | inline=NO
7dff36 | 7dff50 | _ZNSt6vectorIN4llvm14VirtFuncOffsetESaIS1_EEC2Ev | vector | inline=NO
7dff1a | 7dff34 | _ZNSt12_Vector_baseIN4llvm14VirtFuncOffsetESaIS1_EEC2Ev | _Vector_base | inline=NO
7dfefe | 7dff18 | _ZNSt12_Vector_baseIN4llvm14VirtFuncOffsetESaIS1_EE12_Vector_implD2Ev | ~_Vector_impl | inline=NO
835ad3 | 835bac | setSpecialRefs | setSpecialRefs | inline=NO
